396,Army 2 (Blue) wins
322,Army 1 (Red) wins
591,Army 2 (Blue) wins
917,Army 2 (Blue) wins
535,Army 1 (Red) wins
878,Army 1 (Red) wins
2828,Army 2 (Blue) wins
1462,Army 1 (Red) wins
630,Army 1 (Red) wins
379,Army 1 (Red) wins
491,Army 2 (Blue) wins
256,Army 1 (Red) wins
422,Army 2 (Blue) wins
